cve_id,description,cvss,attack_vector,privileges,product,version,operator,exploit,label
CVE-2024-0008,"Web sessions in the management interface in Palo Alto Networks PAN-OS software do not expire in certain situations, making it susceptible to unauthorized access.",8.8,NETWORK,NONE,pan-os,9.0.17,<,FALSE,HIGH
CVE-2024-0008,"Web sessions in the management interface in Palo Alto Networks PAN-OS software do not expire in certain situations, making it susceptible to unauthorized access.",8.8,NETWORK,NONE,pan-os,9.0.17,==,FALSE,HIGH
CVE-2024-0008,"Web sessions in the management interface in Palo Alto Networks PAN-OS software do not expire in certain situations, making it susceptible to unauthorized access.",8.8,NETWORK,NONE,pan-os,9.0.17,==,FALSE,HIGH
CVE-2024-0009,An improper verification vulnerability in the GlobalProtect gateway feature of Palo Alto Networks PAN-OS software enables a malicious user with stolen credentials to establish a VPN connection from an unauthorized IP address.,6.3,NETWORK,LOW,pan-os,11.0.0,==,FALSE,MEDIUM
CVE-2024-0009,An improper verification vulnerability in the GlobalProtect gateway feature of Palo Alto Networks PAN-OS software enables a malicious user with stolen credentials to establish a VPN connection from an unauthorized IP address.,6.3,NETWORK,LOW,pan-os,11.0.0,==,FALSE,MEDIUM
CVE-2024-0009,An improper verification vulnerability in the GlobalProtect gateway feature of Palo Alto Networks PAN-OS software enables a malicious user with stolen credentials to establish a VPN connection from an unauthorized IP address.,6.3,NETWORK,LOW,pan-os,11.0.0,==,FALSE,MEDIUM
CVE-2024-0009,An improper verification vulnerability in the GlobalProtect gateway feature of Palo Alto Networks PAN-OS software enables a malicious user with stolen credentials to establish a VPN connection from an unauthorized IP address.,6.3,NETWORK,LOW,pan-os,11.0.0,==,FALSE,MEDIUM
CVE-2024-0009,An improper verification vulnerability in the GlobalProtect gateway feature of Palo Alto Networks PAN-OS software enables a malicious user with stolen credentials to establish a VPN connection from an unauthorized IP address.,6.3,NETWORK,LOW,pan-os,11.0.0,==,FALSE,MEDIUM
CVE-2024-0009,An improper verification vulnerability in the GlobalProtect gateway feature of Palo Alto Networks PAN-OS software enables a malicious user with stolen credentials to establish a VPN connection from an unauthorized IP address.,6.3,NETWORK,LOW,pan-os,10.2.4,<,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,10.1.11,<,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,10.1.11,==,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.1.17,<,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.0.17,<,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the contpext of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.0.17,==,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.0.17,==,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.0.17,==,FALSE,MEDIUM
CVE-2024-0010,"A reflected cross-site scripting (XSS) vulnerability in the GlobalProtect portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of a user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.0.17,==,FALSE,MEDIUM
CVE-2024-0011,"A reflected cross-site scripting (XSS) vulnerability in the Captive Portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of an authenticated Captive Portal user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,8.1.24,<,FALSE,MEDIUM
CVE-2024-0011,"A reflected cross-site scripting (XSS) vulnerability in the Captive Portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of an authenticated Captive Portal user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.0.17,<,FALSE,MEDIUM
CVE-2024-0011,"A reflected cross-site scripting (XSS) vulnerability in the Captive Portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of an authenticated Captive Portal user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,9.1.13,<,FALSE,MEDIUM
CVE-2024-0011,"A reflected cross-site scripting (XSS) vulnerability in the Captive Portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of an authenticated Captive Portal user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,10.0.11,<,FALSE,MEDIUM
CVE-2024-0011,"A reflected cross-site scripting (XSS) vulnerability in the Captive Portal feature of Palo Alto Networks PAN-OS software enables execution of malicious JavaScript (in the context of an authenticated Captive Portal user’s browser) if a user clicks on a malicious link, allowing phishing attacks that could lead to credential theft.",6.1,NETWORK,NONE,pan-os,10.1.3,<,FALSE,MEDIUM
CVE-2024-0014,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,11,==,FALSE,HIGH
CVE-2024-0014,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12,==,FALSE,HIGH
CVE-2024-0014,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12.1,==,FALSE,HIGH
CVE-2024-0014,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,13,==,FALSE,HIGH
CVE-2024-0014,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,14,==,FALSE,HIGH
CVE-2024-0015,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,11,==,FALSE,HIGH
CVE-2024-0015,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12,==,FALSE,HIGH
CVE-2024-0015,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12.1,==,FALSE,HIGH
CVE-2024-0015,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,13,==,FALSE,HIGH
CVE-2024-0016,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.3,NETWORK,NONE,android,11,==,FALSE,MEDIUM
CVE-2024-0016,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.3,NETWORK,NONE,android,12,==,FALSE,MEDIUM
CVE-2024-0016,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.3,NETWORK,NONE,android,12.1,==,FALSE,MEDIUM
CVE-2024-0016,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.3,NETWORK,NONE,android,13,==,FALSE,MEDIUM
CVE-2024-0016,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.3,NETWORK,NONE,android,14,==,FALSE,MEDIUM
CVE-2024-0017,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",5.5,LOCAL,NONE,android,11,==,FALSE,MEDIUM
CVE-2024-0017,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",5.5,LOCAL,NONE,android,12,==,FALSE,MEDIUM
CVE-2024-0017,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",5.5,LOCAL,NONE,android,12.1,==,FALSE,MEDIUM
CVE-2024-0017,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",5.5,LOCAL,NONE,android,13,==,FALSE,MEDIUM
CVE-2024-0017,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",5.5,LOCAL,NONE,android,14,==,FALSE,MEDIUM
CVE-2024-0018,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,11,==,FALSE,HIGH
CVE-2024-0018,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12,==,FALSE,HIGH
CVE-2024-0018,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12.1,==,FALSE,HIGH
CVE-2024-0018,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,13,==,FALSE,HIGH
CVE-2024-0018,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,14,==,FALSE,HIGH
CVE-2024-0019,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",5,LOCAL,LOW,android,12,==,FALSE,MEDIUM
CVE-2024-0019,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",5,LOCAL,LOW,android,12.1,==,FALSE,MEDIUM
CVE-2024-0019,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",5,LOCAL,LOW,android,13,==,FALSE,MEDIUM
CVE-2024-0019,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",5,LOCAL,LOW,android,14,==,FALSE,MEDIUM
CVE-2024-0020,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,11,==,FALSE,MEDIUM
CVE-2024-0020,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12,==,FALSE,MEDIUM
CVE-2024-0020,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12.1,==,FALSE,MEDIUM
CVE-2024-0020,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,13,==,FALSE,MEDIUM
CVE-2024-0020,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,14,==,FALSE,MEDIUM
CVE-2024-0021,"In onCreate of NotificationAccessConfirmationActivity.java, there is a possible way for an app in the work profile to enable notification listener services due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,LOCAL,NONE,android,13,==,FALSE,HIGH
CVE-2024-0021,"In onCreate of NotificationAccessConfirmationActivity.java, there is a possible way for an app in the work profile to enable notification listener services due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,LOCAL,NONE,android,14,==,FALSE,HIGH
CVE-2024-0022,"In multiple functions of CompanionDeviceManagerService.java, there is a possible launch NotificationAccessConfirmationActivity of another user profile due to improper input validation. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,13,==,FALSE,MEDIUM
CVE-2024-0022,"In multiple functions of CompanionDeviceManagerService.java, there is a possible launch NotificationAccessConfirmationActivity of another user profile due to improper input validation. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,14,==,FALSE,MEDIUM
CVE-2024-0023,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,11,==,FALSE,HIGH
CVE-2024-0023,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12,==,FALSE,HIGH
CVE-2024-0023,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12.1,==,FALSE,HIGH
CVE-2024-0023,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,13,==,FALSE,HIGH
CVE-2024-0023,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,14,==,FALSE,HIGH
CVE-2024-0024,"In multiple methods of UserManagerService.java, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,LOCAL,NONE,android,12,==,FALSE,HIGH
CVE-2024-0024,"In multiple methods of UserManagerService.java, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,LOCAL,NONE,android,12.1,==,FALSE,HIGH
CVE-2024-0024,"In multiple methods of UserManagerService.java, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,LOCAL,NONE,android,13,==,FALSE,HIGH
CVE-2024-0024,"In multiple methods of UserManagerService.java, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",7.8,LOCAL,NONE,android,14,==,FALSE,HIGH
CVE-2024-0025,"In sendIntentSender of ActivityManagerService.java, there is a possible background activity launch due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12,==,FALSE,HIGH
CVE-2024-0025,"In sendIntentSender of ActivityManagerService.java, there is a possible background activity launch due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,12.1,==,FALSE,HIGH
CVE-2024-0025,"In sendIntentSender of ActivityManagerService.java, there is a possible background activity launch due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,13,==,FALSE,HIGH
CVE-2024-0025,"In sendIntentSender of ActivityManagerService.java, there is a possible background activity launch due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,14,==,FALSE,HIGH
CVE-2024-0026,"In multiple functions of SnoozeHelper.java, there is a possible persistent denial of service due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12,==,FALSE,MEDIUM
CVE-2024-0026,"In multiple functions of SnoozeHelper.java, there is a possible persistent denial of service due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12.1,==,FALSE,MEDIUM
CVE-2024-0026,"In multiple functions of SnoozeHelper.java, there is a possible persistent denial of service due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,13,==,FALSE,MEDIUM
CVE-2024-0026,"In multiple functions of SnoozeHelper.java, there is a possible persistent denial of service due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,14,==,FALSE,MEDIUM
CVE-2024-0027,"In multiple functions of SnoozeHelper.java, there is a possible way to cause a boot loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12,==,FALSE,MEDIUM
CVE-2024-0027,"In multiple functions of SnoozeHelper.java, there is a possible way to cause a boot loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12.1,==,FALSE,MEDIUM
CVE-2024-0027,"In multiple functions of SnoozeHelper.java, there is a possible way to cause a boot loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,13,==,FALSE,MEDIUM
CVE-2024-0027,"In multiple functions of SnoozeHelper.java, there is a possible way to cause a boot loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,14,==,FALSE,MEDIUM
CVE-2024-0029,"In multiple files, there is a possible way to capture the device screen when disallowed by device policy due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",7.8,LOCAL,LOW,android,13,==,FALSE,HIGH
CVE-2024-0030,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,11,==,FALSE,MEDIUM
CVE-2024-0030,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12,==,FALSE,MEDIUM
CVE-2024-0030,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,12.1,==,FALSE,MEDIUM
CVE-2024-0030,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,13,==,FALSE,MEDIUM
CVE-2024-0030,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",5.5,LOCAL,LOW,android,14,==,FALSE,MEDIUM
CVE-2024-0031,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",9.8,NETWORK,NONE,android,11,==,FALSE,CRITICAL
CVE-2024-0031,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",9.8,NETWORK,NONE,android,12,==,FALSE,CRITICAL
CVE-2024-0031,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",9.8,NETWORK,NONE,android,12.1,==,FALSE,CRITICAL
CVE-2024-0031,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",9.8,NETWORK,NONE,android,13,==,FALSE,CRITICAL
CVE-2024-0031,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",9.8,NETWORK,NONE,android,14,==,FALSE,CRITICAL
CVE-2024-0032,"In queryChildDocuments of FileSystemProvider.java, there is a possible way to request access to directories that should be hidden due to improper input validation. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.",6.5,LOCAL,HIGH,android,11,==,FALSE,MEDIUM
CVE-2024-0032,"In queryChildDocuments of FileSystemProvider.java, there is a possible way to request access to directories that should be hidden due to improper input validation. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.",6.5,LOCAL,HIGH,android,12,==,FALSE,MEDIUM
CVE-2024-0032,"In queryChildDocuments of FileSystemProvider.java, there is a possible way to request access to directories that should be hidden due to improper input validation. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.",6.5,LOCAL,HIGH,android,12.1,==,FALSE,MEDIUM
